"기준_년분기_코드","자치구명","행정동_코드","행정동_코드_명","총_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","연령대_10_직장인구_비율","연령대_20_직장인구_비율","연령대_30_직장인구_비율","연령대_40_직장인구_비율","연령대_50_직장인구_비율","연령대_60_이상_직장인구_비율"
"2025Q1","강동구","11740570","암사1동","3050","0","381","663","645","607","754","0","12.4918","21.7377","21.1475","19.9016","24.7213"
"2025Q1","강동구","11740560","고덕2동","1176","0","57","144","265","416","294","0","4.8469","12.2449","22.534","35.3741","25"
"2025Q1","강동구","11740550","고덕1동","845","0","96","186","218","201","144","0","11.3609","22.0118","25.7988","23.787","17.0414"
"2025Q1","강동구","11740540","명일2동","2834","0","340","806","757","597","334","0","11.9972","28.4404","26.7114","21.0656","11.7855"
"2025Q1","강동구","11740530","명일1동","3986","0","588","1079","1016","710","593","0","14.7516","27.0697","25.4892","17.8123","14.8771"
"2025Q1","강동구","11740520","상일동","1291","0","193","290","316","338","154","0","14.9497","22.4632","24.4771","26.1813","11.9287"
"2025Q1","강동구","11740515","강일동","143","0","18","32","41","36","16","0","12.5874","22.3776","28.6713","25.1748","11.1888"
"2025Q1","강남구","11680750","수서동","19403","15","2762","5225","5216","3859","2326","0.0773","14.2349","26.9288","26.8824","19.8887","11.9878"
"2025Q1","강남구","11680730","일원1동","1822","0","221","342","428","401","430","0","12.1295","18.7706","23.4907","22.0088","23.6004"
"2025Q1","강남구","11680700","세곡동","379","0","5","66","79","124","105","0","1.3193","17.4142","20.8443","32.7177","27.7045"
"2025Q1","강남구","11680690","개포4동","7242","0","872","1650","2061","1731","928","0","12.0409","22.7838","28.459","23.9022","12.8141"
"2025Q1","강남구","11680670","개포2동","8854","2","1555","2526","2126","1643","1002","0.0226","17.5627","28.5295","24.0117","18.5566","11.3169"
"2025Q1","강남구","11680660","개포1동","3433","12","538","910","895","710","368","0.3495","15.6714","26.5074","26.0705","20.6816","10.7195"
"2025Q1","강남구","11680656","도곡2동","84833","395","16210","33336","24374","8787","1731","0.4656","19.1081","39.296","28.7317","10.358","2.0405"
"2025Q1","강남구","11680655","도곡1동","32403","39","5550","7548","9026","8211","2029","0.1204","17.128","23.2941","27.8554","25.3402","6.2618"
"2025Q1","강남구","11680650","역삼2동","55876","109","12897","15530","13301","9915","4124","0.1951","23.0815","27.7937","23.8045","17.7446","7.3806"
"2025Q1","강남구","11680640","역삼1동","202016","173","40848","61541","52155","35305","11994","0.0856","20.2202","30.4634","25.8173","17.4763","5.9372"
"2025Q1","강남구","11680630","대치4동","43704","74","7025","13031","11897","7456","4221","0.1693","16.074","29.8165","27.2218","17.0602","9.6582"
"2025Q1","강남구","11680610","대치2동","102922","585","18687","28320","23721","19409","12200","0.5684","18.1565","27.516","23.0476","18.858","11.8536"
"2025Q1","강남구","11680600","대치1동","18463","12","3377","6035","4609","2876","1554","0.065","18.2906","32.687","24.9634","15.5771","8.4168"
"2025Q1","강남구","11680590","삼성2동","70662","44","14269","22959","17969","10010","5411","0.0623","20.1933","32.4913","25.4295","14.166","7.6576"
"2025Q1","강남구","11680580","삼성1동","189339","476","38149","56772","50706","33617","9619","0.2514","20.1485","29.9843","26.7805","17.7549","5.0803"
"2025Q1","강남구","11680565","청담동","58171","4","12144","19273","14498","8756","3496","0.0069","20.8764","33.1316","24.9231","15.0522","6.0099"
"2025Q1","강남구","11680545","압구정동","50479","129","11239","15770","11602","7617","4122","0.2556","22.2647","31.2407","22.9838","15.0894","8.1658"
"2025Q1","강남구","11680531","논현2동","57007","0","10931","16592","13817","9239","6428","0","19.1748","29.1052","24.2374","16.2068","11.2758"
"2025Q1","강남구","11680521","논현1동","45242","0","11837","13617","9633","6313","3842","0","26.1637","30.0981","21.2922","13.9538","8.4921"
"2025Q1","강남구","11680510","신사동","27674","0","5756","8383","7085","4225","2225","0","20.7993","30.292","25.6016","15.267","8.04"
"2025Q1","강서구","11500641","방화3동","2019","0","205","431","510","552","321","0","10.1535","21.3472","25.26","27.3403","15.899"
"2025Q1","강서구","11500640","방화2동","1301","0","83","248","306","385","279","0","6.3797","19.0623","23.5204","29.5926","21.445"
"2025Q1","강서구","11500630","방화1동","4242","0","401","909","1063","1240","629","0","9.4531","21.4286","25.0589","29.2315","14.8279"
"2025Q1","강서구","11500620","공항동","5425","0","908","1800","1501","1054","162","0","16.7373","33.1797","27.6682","19.4286","2.9862"
"2025Q1","강서구","11500615","우장산동","3048","0","663","691","659","640","395","0","21.752","22.6706","21.6207","20.9974","12.9593"
"2025Q1","강서구","11500611","발산1동","6493","0","319","922","1780","2186","1286","0","4.913","14.1999","27.4141","33.667","19.8059"
"2025Q1","강서구","11500605","가양3동","265","0","44","58","75","56","32","0","16.6038","21.8868","28.3019","21.1321","12.0755"
"2025Q1","강서구","11500603","가양1동","5314","0","557","1115","1222","1290","1130","0","10.4817","20.9823","22.9959","24.2755","21.2646"
"2025Q1","강서구","11500593","화곡8동","1853","0","224","532","574","323","200","0","12.0885","28.7102","30.9768","17.4312","10.7933"
"2025Q1","강서구","11500591","화곡6동","6872","0","961","1852","1767","1570","722","0","13.9843","26.9499","25.713","22.8463","10.5064"
"2025Q1","강서구","11500590","화곡본동","2037","0","171","396","521","521","428","0","8.3947","19.4404","25.5768","25.5768","21.0113"
"2025Q1","강서구","11500570","화곡4동","2098","0","495","596","433","397","177","0","23.5939","28.408","20.6387","18.9228","8.4366"
"2025Q1","강서구","11500560","화곡3동","2985","0","413","722","764","687","399","0","13.8358","24.1876","25.5946","23.0151","13.3668"
"2025Q1","강서구","11500550","화곡2동","1788","0","215","507","473","435","158","0","12.0246","28.3557","26.4541","24.3289","8.8367"
"2025Q1","강서구","11500540","화곡1동","3939","0","315","829","1006","1174","615","0","7.997","21.046","25.5395","29.8045","15.6131"
"2025Q1","강서구","11500535","등촌3동","12234","0","1532","2610","2740","3030","2322","0","12.5225","21.334","22.3966","24.767","18.9799"
"2025Q1","강서구","11500530","등촌2동","2781","0","324","559","677","721","500","0","11.6505","20.1007","24.3438","25.9259","17.9791"
"2025Q1","강서구","11500520","등촌1동","6016","0","1202","1576","1339","1070","829","0","19.9801","26.1968","22.2573","17.7859","13.7799"
"2025Q1","강서구","11500510","염창동","2625","0","408","777","786","443","211","0","15.5429","29.6","29.9429","16.8762","8.0381"
"2025Q1","강북구","11305660","인수동","2893","0","194","570","800","921","408","0","6.7058","19.7027","27.653","31.8355","14.103"
"2025Q1","강북구","11305645","우이동","1810","0","30","78","239","466","997","0","1.6575","4.3094","13.2044","25.7459","55.0829"
"2025Q1","강북구","11305635","수유3동","2732","0","178","698","755","791","310","0","6.5154","25.549","27.6354","28.9531","11.347"
"2025Q1","강북구","11305625","수유2동","1314","0","1","14","255","435","609","0","0.0761","1.0654","19.4064","33.105","46.347"
"2025Q1","강북구","11305615","수유1동","944","0","49","139","286","327","143","0","5.1907","14.7246","30.2966","34.6398","15.1483"
"2025Q1","강북구","11305608","번3동","262","0","26","40","65","77","54","0","9.9237","15.2672","24.8092","29.3893","20.6107"
"2025Q1","강북구","11305603","번2동","364","0","40","37","110","126","51","0","10.989","10.1648","30.2198","34.6154","14.011"
"2025Q1","강북구","11305595","번1동","1944","0","176","398","383","558","429","0","9.0535","20.4733","19.7016","28.7037","22.0679"
"2025Q1","강북구","11305575","삼각산동","374","0","65","106","125","56","22","0","17.3797","28.3422","33.4225","14.9733","5.8824"
"2025Q1","강북구","11305555","송천동","388","0","0","19","52","134","183","0","0","4.8969","13.4021","34.5361","47.1649"
"2025Q1","강북구","11305545","송중동","998","0","39","141","339","302","177","0","3.9078","14.1283","33.9679","30.2605","17.7355"
"2025Q1","강북구","11305535","미아동","602","0","27","98","215","196","66","0","4.485","16.2791","35.7143","32.5581","10.9635"
"2025Q1","강북구","11305534","삼양동","115","0","3","11","28","35","38","0","2.6087","9.5652","24.3478","30.4348","33.0435"
"2024Q4","강동구","11740700","둔촌2동","2489","0","472","661","548","519","289","0","18.9634","26.5569","22.0169","20.8517","11.6111"
"2024Q4","강동구","11740685","길동","9734","0","1332","1956","2232","2405","1809","0","13.684","20.0945","22.9299","24.7072","18.5843"
"2024Q4","강동구","11740660","성내3동","3676","0","497","837","936","773","633","0","13.5201","22.7693","25.4625","21.0283","17.2198"
"2024Q4","강동구","11740650","성내2동","1852","0","290","394","449","365","354","0","15.6587","21.2743","24.2441","19.7084","19.1145"
"2024Q4","강동구","11740640","성내1동","13187","0","1560","2758","2855","3402","2612","0","11.8298","20.9145","21.6501","25.7981","19.8074"
"2024Q4","강동구","11740620","천호3동","1173","0","34","113","188","202","636","0","2.8986","9.6334","16.0273","17.2208","54.2199"
"2024Q4","강동구","11740610","천호2동","2893","0","265","627","774","728","499","0","9.16","21.673","26.7542","25.1642","17.2485"
"2024Q4","강동구","11740600","천호1동","1673","0","112","302","431","416","412","0","6.6946","18.0514","25.7621","24.8655","24.6264"
"2024Q4","강동구","11740580","암사2동","1552","0","159","258","369","460","306","0","10.2448","16.6237","23.7758","29.6392","19.7165"
"2024Q4","강동구","11740570","암사1동","3050","0","381","663","645","607","754","0","12.4918","21.7377","21.1475","19.9016","24.7213"
"2024Q4","강동구","11740560","고덕2동","1176","0","57","144","265","416","294","0","4.8469","12.2449","22.534","35.3741","25"
"2024Q4","강동구","11740550","고덕1동","845","0","96","186","218","201","144","0","11.3609","22.0118","25.7988","23.787","17.0414"
"2024Q4","강동구","11740540","명일2동","2834","0","340","806","757","597","334","0","11.9972","28.4404","26.7114","21.0656","11.7855"
"2024Q4","강동구","11740530","명일1동","3986","0","588","1079","1016","710","593","0","14.7516","27.0697","25.4892","17.8123","14.8771"
"2024Q4","강동구","11740520","상일동","1291","0","193","290","316","338","154","0","14.9497","22.4632","24.4771","26.1813","11.9287"
"2024Q4","강동구","11740515","강일동","143","0","18","32","41","36","16","0","12.5874","22.3776","28.6713","25.1748","11.1888"
"2024Q4","강남구","11680750","수서동","19403","15","2762","5225","5216","3859","2326","0.0773","14.2349","26.9288","26.8824","19.8887","11.9878"
"2024Q4","강남구","11680730","일원1동","1822","0","221","342","428","401","430","0","12.1295","18.7706","23.4907","22.0088","23.6004"
"2024Q4","강남구","11680700","세곡동","379","0","5","66","79","124","105","0","1.3193","17.4142","20.8443","32.7177","27.7045"
"2024Q4","강남구","11680690","개포4동","7242","0","872","1650","2061","1731","928","0","12.0409","22.7838","28.459","23.9022","12.8141"
"2024Q4","강남구","11680670","개포2동","8854","2","1555","2526","2126","1643","1002","0.0226","17.5627","28.5295","24.0117","18.5566","11.3169"
"2024Q4","강남구","11680660","개포1동","3433","12","538","910","895","710","368","0.3495","15.6714","26.5074","26.0705","20.6816","10.7195"
"2024Q4","강남구","11680656","도곡2동","84833","395","16210","33336","24374","8787","1731","0.4656","19.1081","39.296","28.7317","10.358","2.0405"
"2024Q4","강남구","11680655","도곡1동","32403","39","5550","7548","9026","8211","2029","0.1204","17.128","23.2941","27.8554","25.3402","6.2618"
"2024Q4","강남구","11680650","역삼2동","55876","109","12897","15530","13301","9915","4124","0.1951","23.0815","27.7937","23.8045","17.7446","7.3806"
"2024Q4","강남구","11680640","역삼1동","202016","173","40848","61541","52155","35305","11994","0.0856","20.2202","30.4634","25.8173","17.4763","5.9372"
"2024Q4","강남구","11680630","대치4동","43704","74","7025","13031","11897","7456","4221","0.1693","16.074","29.8165","27.2218","17.0602","9.6582"
"2024Q4","강남구","11680610","대치2동","102922","585","18687","28320","23721","19409","12200","0.5684","18.1565","27.516","23.0476","18.858","11.8536"
"2024Q4","강남구","11680600","대치1동","18463","12","3377","6035","4609","2876","1554","0.065","18.2906","32.687","24.9634","15.5771","8.4168"
"2024Q4","강남구","11680590","삼성2동","70662","44","14269","22959","17969","10010","5411","0.0623","20.1933","32.4913","25.4295","14.166","7.6576"
"2024Q4","강남구","11680580","삼성1동","189339","476","38149","56772","50706","33617","9619","0.2514","20.1485","29.9843","26.7805","17.7549","5.0803"
"2024Q4","강남구","11680565","청담동","58171","4","12144","19273","14498","8756","3496","0.0069","20.8764","33.1316","24.9231","15.0522","6.0099"
"2024Q4","강남구","11680545","압구정동","50479","129","11239","15770","11602","7617","4122","0.2556","22.2647","31.2407","22.9838","15.0894","8.1658"
"2024Q4","강남구","11680531","논현2동","57007","0","10931","16592","13817","9239","6428","0","19.1748","29.1052","24.2374","16.2068","11.2758"
"2024Q4","강남구","11680521","논현1동","45242","0","11837","13617","9633","6313","3842","0","26.1637","30.0981","21.2922","13.9538","8.4921"
"2024Q4","강남구","11680510","신사동","27674","0","5756","8383","7085","4225","2225","0","20.7993","30.292","25.6016","15.267","8.04"
"2024Q4","강서구","11500641","방화3동","2019","0","205","431","510","552","321","0","10.1535","21.3472","25.26","27.3403","15.899"
"2024Q4","강서구","11500640","방화2동","1301","0","83","248","306","385","279","0","6.3797","19.0623","23.5204","29.5926","21.445"
"2024Q4","강서구","11500630","방화1동","4242","0","401","909","1063","1240","629","0","9.4531","21.4286","25.0589","29.2315","14.8279"
"2024Q4","강서구","11500620","공항동","5425","0","908","1800","1501","1054","162","0","16.7373","33.1797","27.6682","19.4286","2.9862"
"2024Q4","강서구","11500615","우장산동","3048","0","663","691","659","640","395","0","21.752","22.6706","21.6207","20.9974","12.9593"
"2024Q4","강서구","11500611","발산1동","6493","0","319","922","1780","2186","1286","0","4.913","14.1999","27.4141","33.667","19.8059"
"2024Q4","강서구","11500605","가양3동","265","0","44","58","75","56","32","0","16.6038","21.8868","28.3019","21.1321","12.0755"
"2024Q4","강서구","11500603","가양1동","5314","0","557","1115","1222","1290","1130","0","10.4817","20.9823","22.9959","24.2755","21.2646"
"2024Q4","강서구","11500593","화곡8동","1853","0","224","532","574","323","200","0","12.0885","28.7102","30.9768","17.4312","10.7933"
"2024Q4","강서구","11500591","화곡6동","6872","0","961","1852","1767","1570","722","0","13.9843","26.9499","25.713","22.8463","10.5064"
"2024Q4","강서구","11500590","화곡본동","2037","0","171","396","521","521","428","0","8.3947","19.4404","25.5768","25.5768","21.0113"
"2024Q4","강서구","11500570","화곡4동","2098","0","495","596","433","397","177","0","23.5939","28.408","20.6387","18.9228","8.4366"
"2024Q4","강서구","11500560","화곡3동","2985","0","413","722","764","687","399","0","13.8358","24.1876","25.5946","23.0151","13.3668"
"2024Q4","강서구","11500550","화곡2동","1788","0","215","507","473","435","158","0","12.0246","28.3557","26.4541","24.3289","8.8367"
"2024Q4","강서구","11500540","화곡1동","3939","0","315","829","1006","1174","615","0","7.997","21.046","25.5395","29.8045","15.6131"
"2024Q4","강서구","11500535","등촌3동","12234","0","1532","2610","2740","3030","2322","0","12.5225","21.334","22.3966","24.767","18.9799"
"2024Q4","강서구","11500530","등촌2동","2781","0","324","559","677","721","500","0","11.6505","20.1007","24.3438","25.9259","17.9791"
"2024Q4","강서구","11500520","등촌1동","6016","0","1202","1576","1339","1070","829","0","19.9801","26.1968","22.2573","17.7859","13.7799"
"2024Q4","강서구","11500510","염창동","2625","0","408","777","786","443","211","0","15.5429","29.6","29.9429","16.8762","8.0381"
"2024Q4","강북구","11305660","인수동","2893","0","194","570","800","921","408","0","6.7058","19.7027","27.653","31.8355","14.103"
"2024Q4","강북구","11305645","우이동","1810","0","30","78","239","466","997","0","1.6575","4.3094","13.2044","25.7459","55.0829"
"2024Q4","강북구","11305635","수유3동","2732","0","178","698","755","791","310","0","6.5154","25.549","27.6354","28.9531","11.347"
"2024Q4","강북구","11305625","수유2동","1314","0","1","14","255","435","609","0","0.0761","1.0654","19.4064","33.105","46.347"
"2024Q4","강북구","11305615","수유1동","944","0","49","139","286","327","143","0","5.1907","14.7246","30.2966","34.6398","15.1483"
"2024Q4","강북구","11305608","번3동","262","0","26","40","65","77","54","0","9.9237","15.2672","24.8092","29.3893","20.6107"
"2024Q4","강북구","11305603","번2동","364","0","40","37","110","126","51","0","10.989","10.1648","30.2198","34.6154","14.011"
"2024Q4","강북구","11305595","번1동","1944","0","176","398","383","558","429","0","9.0535","20.4733","19.7016","28.7037","22.0679"
"2024Q4","강북구","11305575","삼각산동","374","0","65","106","125","56","22","0","17.3797","28.3422","33.4225","14.9733","5.8824"
"2024Q4","강북구","11305555","송천동","388","0","0","19","52","134","183","0","0","4.8969","13.4021","34.5361","47.1649"
"2024Q4","강북구","11305545","송중동","998","0","39","141","339","302","177","0","3.9078","14.1283","33.9679","30.2605","17.7355"
"2024Q4","강북구","11305535","미아동","602","0","27","98","215","196","66","0","4.485","16.2791","35.7143","32.5581","10.9635"
"2024Q4","강북구","11305534","삼양동","115","0","3","11","28","35","38","0","2.6087","9.5652","24.3478","30.4348","33.0435"
"2024Q3","강동구","11740700","둔촌2동","2158","0","412","568","471","449","258","0","19.0918","26.3207","21.8258","20.8063","11.9555"
"2024Q3","강동구","11740685","길동","7262","0","1013","1459","1661","1781","1348","0","13.9493","20.0909","22.8725","24.5249","18.5624"
"2024Q3","강동구","11740660","성내3동","5543","0","751","1257","1404","1173","958","0","13.5486","22.6773","25.3292","21.1618","17.2831"
"2024Q3","강동구","11740650","성내2동","1700","0","270","358","403","340","329","0","15.8824","21.0588","23.7059","20","19.3529"
"2024Q3","강동구","11740640","성내1동","11908","0","1414","2494","2569","3068","2363","0","11.8744","20.9439","21.5737","25.7642","19.8438"
"2024Q3","강동구","11740620","천호3동","827","0","24","74","133","143","453","0","2.9021","8.948","16.0822","17.2914","54.7763"
"2024Q3","강동구","11740610","천호2동","2423","0","249","529","629","591","425","0","10.2765","21.8324","25.9596","24.3913","17.5402"
"2024Q3","강동구","11740600","천호1동","5665","0","439","1033","1447","1387","1359","0","7.7493","18.2348","25.5428","24.4837","23.9894"
"2024Q3","강동구","11740580","암사2동","1720","0","174","282","410","512","342","0","10.1163","16.3953","23.8372","29.7674","19.8837"
"2024Q3","강동구","11740570","암사1동","2183","0","281","470","462","436","534","0","12.8722","21.53","21.1635","19.9725","24.4617"
"2024Q3","강동구","11740560","고덕2동","888","0","44","111","200","312","221","0","4.955","12.5","22.5225","35.1351","24.8874"
"2024Q3","강동구","11740550","고덕1동","653","0","74","143","169","156","111","0","11.3323","21.8989","25.8806","23.8897","16.9985"
"2024Q3","강동구","11740540","명일2동","1737","0","208","495","466","366","202","0","11.9747","28.4974","26.8279","21.0708","11.6292"
"2024Q3","강동구","11740530","명일1동","2757","0","409","742","700","494","412","0","14.835","26.9133","25.3899","17.918","14.9438"
"2024Q3","강동구","11740520","상일동","1339","0","197","302","328","352","160","0","14.7125","22.5541","24.4959","26.2883","11.9492"
"2024Q3","강동구","11740515","강일동","149","0","20","31","43","38","17","0","13.4228","20.8054","28.8591","25.5034","11.4094"
"2024Q3","강남구","11680750","수서동","15898","16","2265","4281","4274","3160","1902","0.1006","14.2471","26.9279","26.8839","19.8767","11.9638"
"2024Q3","강남구","11680730","일원1동","1322","0","161","248","310","293","310","0","12.1785","18.7595","23.4493","22.1634","23.4493"
"2024Q3","강남구","11680700","세곡동","224","0","4","36","45","75","64","0","1.7857","16.0714","20.0893","33.4821","28.5714"
"2024Q3","강남구","11680690","개포4동","6678","0","809","1516","1891","1595","867","0","12.1144","22.7014","28.3169","23.8844","12.9829"
"2024Q3","강남구","11680670","개포2동","8731","4","1535","2490","2091","1621","990","0.0458","17.581","28.5191","23.9491","18.566","11.3389"
"2024Q3","강남구","11680660","개포1동","1310","5","206","347","341","271","140","0.3817","15.7252","26.4885","26.0305","20.687","10.687"
"2024Q3","강남구","11680656","도곡2동","114106","535","21806","44841","32782","11818","2324","0.4689","19.1103","39.2977","28.7294","10.357","2.0367"
"2024Q3","강남구","11680655","도곡1동","28100","41","4805","6545","7823","7121","1765","0.1459","17.0996","23.2918","27.8399","25.3416","6.2811"
"2024Q3","강남구","11680650","역삼2동","68537","152","15811","19055","16307","12155","5057","0.2218","23.0693","27.8025","23.793","17.7349","7.3785"
"2024Q3","강남구","11680640","역삼1동","157737","188","31880","48041","40695","27564","9369","0.1192","20.2109","30.4564","25.7993","17.4747","5.9396"
"2024Q3","강남구","11680630","대치4동","31032","67","4984","9245","8439","5292","3005","0.2159","16.0608","29.7918","27.1945","17.0534","9.6836"
"2024Q3","강남구","11680610","대치2동","84405","501","15329","23218","19449","15907","10001","0.5936","18.1612","27.5078","23.0425","18.846","11.8488"
"2024Q3","강남구","11680600","대치1동","14138","16","2582","4621","3529","2200","1190","0.1132","18.2628","32.685","24.9611","15.5609","8.417"
"2024Q3","강남구","11680590","삼성2동","54523","51","11003","17708","13865","7714","4182","0.0935","20.1805","32.478","25.4296","14.1482","7.6702"
"2024Q3","강남구","11680580","삼성1동","214989","532","43316","64476","57579","38167","10919","0.2475","20.148","29.9904","26.7823","17.753","5.0789"
"2024Q3","강남구","11680565","청담동","51520","14","10757","17061","12827","7753","3108","0.0272","20.8793","33.1153","24.8971","15.0485","6.0326"
"2024Q3","강남구","11680545","압구정동","37832","140","8406","11813","8694","5698","3081","0.3701","22.2193","31.2249","22.9805","15.0613","8.1439"
"2024Q3","강남구","11680531","논현2동","56378","0","10816","16385","13654","9141","6382","0","19.1848","29.0628","24.2187","16.2138","11.32"
"2024Q3","강남구","11680521","논현1동","38707","0","10140","11648","8247","5387","3285","0","26.1968","30.0927","21.3062","13.9174","8.4868"
"2024Q3","강남구","11680510","신사동","25038","0","5207","7580","6409","3823","2019","0","20.7964","30.274","25.5971","15.2688","8.0637"
"2024Q3","강서구","11500641","방화3동","1716","0","167","368","437","471","273","0","9.7319","21.4452","25.4662","27.4476","15.9091"
"2024Q3","강서구","11500640","방화2동","1685","0","129","321","390","484","361","0","7.6558","19.0504","23.1454","28.724","21.4243"
"2024Q3","강서구","11500630","방화1동","3439","0","337","736","859","997","510","0","9.7994","21.4016","24.9782","28.991","14.8299"
"2024Q3","강서구","11500620","공항동","3909","0","652","1297","1078","767","115","0","16.6795","33.1798","27.5774","19.6214","2.9419"
"2024Q3","강서구","11500615","우장산동","2596","0","570","585","557","547","337","0","21.9569","22.5347","21.4561","21.0709","12.9815"
"2024Q3","강서구","11500611","발산1동","5632","0","288","798","1537","1890","1119","0","5.1136","14.169","27.2905","33.5582","19.8686"
"2024Q3","강서구","11500605","가양3동","1182","2","198","262","332","246","142","0.1692","16.7513","22.1658","28.088","20.8122","12.0135"
"2024Q3","강서구","11500603","가양1동","2416","0","252","505","556","588","515","0","10.4305","20.9023","23.0132","24.3377","21.3162"
"2024Q3","강서구","11500593","화곡8동","1483","0","190","418","448","260","167","0","12.8119","28.1861","30.209","17.532","11.261"
"2024Q3","강서구","11500591","화곡6동","5092","0","710","1375","1312","1159","536","0","13.9434","27.0031","25.7659","22.7612","10.5263"
"2024Q3","강서구","11500590","화곡본동","2162","0","192","425","541","545","459","0","8.8807","19.6577","25.0231","25.2081","21.2303"
"2024Q3","강서구","11500570","화곡4동","1640","0","382","457","340","309","152","0","23.2927","27.8659","20.7317","18.8415","9.2683"
"2024Q3","강서구","11500560","화곡3동","2590","0","361","621","662","596","350","0","13.9382","23.9768","25.5598","23.0116","13.5135"
